lemma,pos,semantic_relationship,sense_source,sense_target
Glück,noun,exact,Zustand der (relativen oder vollkommenen) Zufriedenheit,"Gefühle, die in einem Zustand des Wohlseins erfahren werden."
Gold,noun,exact,"gelbes, glänzendes, leicht verformbares Metall; das chemische Element mit der Ordnungszahl 79","Schweres, gelbes und kostbares elementares Metall mit der Ordnungszahl 79 und dem Symbol Au."
Gold,noun,exact,goldfarbene Medaille,Preis für den Sieg bei einem Sportwettkampf.
Gottheit,noun,exact,"von Menschen verehrtes fiktives, übernatürliches, meist unsterbliches Wesen","Übernatürliches, meist unsterbliches Wesen mit höherer Macht."
Gottheit,noun,exact,göttliches Sein,Göttliches Wesen.
Grün,noun,exact,"kurz für Grünflächen, grünes Blattwerk und Ähnliches",Günes Laubwerk.
Grün,noun,exact,Zielbereich einer Golfbahn mit kurz mähen|gemähtem Rasen,Auf dem Golfplatz der Bereich in der Nähe des Lochs.
Grammatik,noun,broader,das sprachliche Wissen mit seinen Regeln und dem Lexikon,"Die Systematik und die strukturellen Regeln, welche die Zusammensetzung, die Gestalt und die Form von Sätzen, Wortgruppen und Wörtern einer natürlichen oder künstlichen menschlichen Sprache bestimmen. Sie werden in der Linguistik und der Sprachforschung untersucht und dokumentiert."
Grammatik,noun,broader,das Regelsystem einer Sprache,"Die Systematik und die strukturellen Regeln, welche die Zusammensetzung, die Gestalt und die Form von Sätzen, Wortgruppen und Wörtern einer natürlichen oder künstlichen menschlichen Sprache bestimmen. Sie werden in der Linguistik und der Sprachforschung untersucht und dokumentiert."
Grammatik,noun,exact,Beschreibung einer Grammatik,"Lehrbuch, das die grammatischen Regeln einer Sprache beschreibt."
Grammatik,noun,exact,"Vorschrift, wie eine Sprache zu gebrauchen ist","Die Systematik und die strukturellen Regeln, welche die Zusammensetzung, die Gestalt und die Form von Sätzen, Wortgruppen und Wörtern einer natürlichen oder künstlichen menschlichen Sprache bestimmen. Sie werden in der Linguistik und der Sprachforschung untersucht und dokumentiert."
Grund,noun,related,"Ereignis, welches ein Darauffolgendes hervorrufen|hervorgerufen hat","Ein Fakt, der eine Prämisse oder Schlussfolgerung logisch rechtfertigt."
Gruppe,noun,exact,Sammlung von mehreren Personen mit unmittelbaren Beziehungen zueinander,"Eine Anzahl Personen, Sachen oder Gegenstände, welche in irgendeiner Art Beziehung zueinander stehen."
Gruppe,noun,exact,"eine Menge von chemischen Elementen, die im Periodensystem der Elemente (PSE) senkrecht untereinander stehen.","Gesamtheit der Elemente, die zur selben Spalte des Periodensystems gehören"
Hades,noun,exact,"Gott der Unterwelt, Bruder des Zeus",Der Herrscher der Unterwelt in der griechischen Mythologie.
Hades,noun,exact,nach 1 benannte Unterwelt,"In der griechischen Mythologie, die Unterwelt und Welt der Toten."
Hagebutte,noun,exact,Frucht verschiedener Heckenrosenarten,Die rote und ovale Frucht der Hunds-Rose und anderer Rosenarten.
Hagebutte,noun,exact,"Pflanze verschiedener Heckenrosenarten, meist ist die Hundsrose gemeint","Die Hundsrose ist eine wilde Kletterrose, die in Europa und Nordwestafrika beheimatet ist und dessen Frucht die Hagebutte ist."
Hahn,noun,exact,das männliche Tier verschiedener Vogelarten,Ein männlicher Vogel bei verschiedenen Vogelarten.
Hammel,noun,exact,"kastriertes, männliches Schaf",Kastriertes männliches Schaf.
Hammel,noun,exact, das zubereitete oder zur Zubereitung vorgesehene Fleisch eines Hammels; kurz für Hammelfleisch,Das Fleisch eines Schafs als Lebensmittel.
Hammer,noun,exact,Werkzeug bestehend aus Hammerkopf und Stiel,"Ein Werkzeug mit einem schweren Kopf und einem Handgriff, das zum Schlagen von etwas benutzt wird."
Hammer,noun,exact,eines der drei Gehörknöchelchen im Ohr,"Ein Knochen im Mittelohr, zwischen dem Trommelfell und dem Amboss."
Handschrift,noun,exact,spezielle Ausprägung der handgeschrieben Schrift einer bestimmten Person,Die für einen Menschen charakteristische Schrift.
Handschrift,noun,exact,"meist altes, aus der Zeit vor der Erfindung des Buchdrucks stammendes, mit der Hand geschriebenes Dokument",Ein von Hand geschriebenes Werk.
Heim,noun,related,"Daheim, Wohnung, Zuhause","Eine Umgebung, die Zuneigung und Sicherheit bietet."
Heim,noun,related,"gewohnte Umgebung, Heimatland, Heimatort","Eine Umgebung, die Zuneigung und Sicherheit bietet."
Heim,noun,broader,"Unterkunft für einen bestimmten Personenkreis, zum Beispiel Senioren oder Kinder","Institution, in der verwaiste Kinder leben und erzogen werden."
Heimat,noun,narrower,"Ort, Gegend oder Land, wo jemand aufgewachsen ist, wo man sich wohl fühlt","Gegend, in der man zu Hause ist und sich heimisch und wohl fühlt meistens, aber nicht unbedingt, die Gegend, in der man aufgewachsen ist."
Heimat,noun,exact,"Ort, Gegend oder Land, woher etwas stammt, wo etwas seinen Ursprung hat","Der Ort, an dem etwas begann und aufblühte."
Held,noun,exact,"jemand, der sich besonders mutig oder erfolgreich für andere oder für eine Sache einsetzt oder bei einem Einsatz umkommt","Ein Wesen von großer Stärke und Mut, zelebriert für tapfere Heldentaten oft der Abkömmling eines Sterblichen und eine Gottheit."
Herr,noun,exact,höfliche Bezeichnung für einen Mann,Höfliche Bezeichnung für einen Mann.
Herr,noun,related,Anrede für einen Mann,Höfliche Bezeichnung für einen Mann.
Herr,noun,exact,"andere Bezeichnung für den jüdisch-christlichen Gott, im Neuen Testament oft auch für Jesus","Das höchste Wesen, der Schöpfer und der Geist wegen dem und in dem alles ist, wie er von Monotheisten, meist Christen und Juden, genannt wird."
Herzschlag,noun,exact,Herzinfarkt,"Das plötzliche Auftreten einer koronaren Thrombose, die das Herz von der Blutversorgung abschneidet und zum Absterben von Teilen des Herzmuskels führt."
Herzschlag,noun,exact,Kontraktion der Herzmuskulatur; der Schlag des Herzens,Das rhythmische Pulsieren des Herzens.
Hiatus,noun,exact,das Zusammentreffen zweier Vokale am Ende des einen und am Anfang des folgenden Wortes oder Wortteils,Das Zusammentreffen zweier Vokale am Ende des einen und am Anfang des folgenden Wortes oder Wortteils.
Hiatus,noun,exact,zeitliche Lücke bei der Ablagerung von Gesteinen,Eine Lücke in geologischen Schichten.
Himmel,noun,exact,"Luftraum, Gewölbe über der Erde","Der Teil der Erdatmosphäre und des Weltraums, der von der Erdoberfläche aus sichtbar ist. Tagsüber wird er als blau wahrgenommen, nachts als schwarz."
Himmel,noun,exact,Bereich des Göttlichen,In manchen Religionen das Paradies im Leben nach dem Tod.
Holzschnitt,noun,exact,"Hochdruckverfahren, bei dem mit verschiedenen Werkzeugen – etwa Grabstichel, Geißfuß, Konturenmesser und Hohleisen – aus einer entlang der Fasern geschnittenen Holzplatte die nicht druckenden Teile entfernt werden, um dann die erhabenen Bereiche einfärben|einzufärben und abdrucken|abzudrucken","Druck, der mit der Holzschnittechnik hergestellt wurde."
Holzschnitt,noun,related,mittels der unter 1 beschriebenen Technik angefertigtes bedrucktes Blatt,Kunsttechnik bei der Bilder in Holz geschnitten und Drucke davon erzeugt werden.
Hort,noun,exact,"in einem Gebäude/Heim befindliche Einrichtung, in dem schulpflichtige Kinder im Grundschulalter außerhalb der regulären Unterrichtsstunden betreut werden","Eine ergänzende Einrichtung zur Schule, in der Kinder nach dem Schulbesuch pädagogisch betreut werden."
Huhn,noun,exact,das Haushuhn,"Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Huhn,noun,narrower,weiblich|weibliches Haushuhn,"Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Huhn,noun,exact,Fleisch von,Das Fleisch des Haushuhns (Gallus gallus domesticus).
Huhn,noun,narrower,kurz für verschiedene Hühnervogel|Hühnervögel (Ordnung Galliformes) mit  im Namen,"Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Huhn,noun,narrower,"für die Familie Phasianidae, zu der das Haushuhn gehört","Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Hypoxie,noun,exact,Sauerstoffmangel im Körpergewebe,Als Hypoxie bezeichnet man einen Sauerstoffmangel im arteriellen Blut oder im Gewebe von Organismen.
Hypoxie,noun,exact,das Leben aquatischer Lebewesen beeinträchtigender Mangel an gelöstem Sauerstoff in Gewässern,"Hypoxie liegt vor, wenn die Konzentration gelösten Sauerstoffs in Gewässern so reduziert ist, dass die aquatischen Lebewesen beeinträchtigt sind."
Idol,noun,related,"eine Person, die in der Öffentlichkeit steht und von vielen Leuten bewundert wird","Eine Person, die als ein positives Beispiel für ein Verhalten dient, besonders in einem bestimmen Feld."
Induktion,noun,exact,Erzeugung einer elektrischen Spannung in einem Leiter mittels veränderlicher Magnetfelder,"Ein elektrisches Phänomen, bei dem eine elektromotorische Kraft (EMK) in einem geschlossenen Stromkreis durch Wechsel des Stromflusses erzeugt wird."
Induktion,noun,exact,Folgern vom Speziellen auf das Allgemeine,Schlussfolgerung vom Speziellen auf das Allgemeine.
Instrument,noun,related,"feines, kompliziertes Werkzeug; Gerät für wissenschaftliche Messungen oder Untersuchungen","Eine mechanische Vorrichtung, die dafür vorgesehen ist, eine Aufgabe durchzuführen."
Instrument,noun,narrower,Gerät zum Musizieren,"Ein Gerät, das zum Zweck der Erzeugung von Musik konstruiert oder modifiziert wurde."
Internat,noun,narrower,"eine, meist private, Schule, bei der ein Teil der Schüler oder alle Schüler in Wohngebäuden der Schule ganz oder zeitweise wohnen und von Betreuern betreut werden","Schule, in der die Schüler während des Schuljahres wohnen."
Internat,noun,narrower,betreutes Wohnen für Schüler in Kooperation mit einer privaten oder staatlichen Schule,"An Lehranstalt angeschlossenes Heim, in dem Schüler oder Studenten untergebracht und versorgt werden können."
Job,noun,exact,Arbeit oder berufliche Tätigkeit,"Produktive Aktivität, Dienstleistung, Gewerbe oder Handwerk, für das man regelmäßig bezahlt wird."
Jungfrau,noun,exact,"eine weibliche Person, die noch nie Geschlechtsverkehr hatte","Frau, die noch keinen Geschlechtsverkehr gehabt hat."
Jungfrau,noun,exact,"eine unverheiratete, junge Frau, die später auch Fräulein genannt wurde",Eine unverheiratete Frau.
Junggeselle,noun,exact,unverheirateter Mann,Ein unverheirateter Mann.
Kölsch,noun,exact,obergärige Biersorte,"Ein Bier, das exklusiv in der deutschen Stadt Köln und deren Umgebung gebraut wird."
Kölsch,noun,exact,Begriff für die Kölner Mundart (auch Kölnisch genannt),Die Sprache der Bewohner der Stadt Köln in Deutschland und einiger Orte in der unmittelbaren Umgebung.
Königin,noun,related,nach der Kaiserin höchste monarchische Würdenträgerin eines Staates (Königreichs),Eine weibliche Herrscherin.
Königin,noun,broader,Eier legendes Tier bei staatenbildenden Hautflüglern und Termiten,Das einzige geschlechtsreife weibliche Tier in einer Kolonie von Honigbienen.
Königin,noun,exact,"veraltete, weniger übliche Bezeichnung für die Dame, die mächtigste Figur beim Schach","Die (meist) stärkste Figur im Schachspiel, welche schräg und gerade beliebig viele Felder weit ziehen kann."
Körper,noun,narrower,Organismus eines Lebewesens in seiner Gesamtheit,"Die anfassbare, dingliche Struktur eines Menschen oder Tieres."
Körper,noun,broader,räumlich festes Objekt von gewisser Schwere (Gewicht),"Ein unterscheidbares Objekt mit festen Proportionen (in Begriffen der klassischen Physik), wie Masse und (Rotations)geschwindigkeit."
Küche,noun,narrower,"der Bereich oder Raum in Wohnungen, Bürogebäuden, Unterkunft|Unterkünften, in dem gekocht wird","Raum, in dem Speisen zubereitet und gekocht werden."
Küche,noun,exact,die Kochkunst und die Art und Weise des Kochens im Allgemeinen und in bestimmten Regionen oder von bestimmten Personen oder Personengruppen,"Ein Zusammenstellung von Kochtraditionen und -techniken, oft im Zusammenhang mit einer bestimmten Kultur."
Küken,noun,narrower,frisch geschlüpfter Vogel,"Ein Neugeborenes von Tieren, die sich in Eiern entwickeln."
Küken,noun,narrower,ein frisch geschlüpftes Huhn,"Ein Neugeborenes von Tieren, die sich in Eiern entwickeln."
Kürzel,noun,exact,eine Abkürzung von einer Silbe oder einem oder mehreren Wörtern,Die gegenüber der ursprünglichen Länge verkürzte Darstellungsform eines Wortes oder einer Wortgruppe.
Kalifat,noun,related,"islamische Regierungsform, deren Oberhaupt ein Kalif ist","Die Epoche des islamischen Einflusses vom Tode Mohammeds bis zum 13. Jahrhundert manche Muslime sind immer noch überzeugt, das die muslimische Welt ständig einen Kalifen als Oberhaupt der Gemeinschaft haben muss."
Kalifat,noun,exact,"ein islamisches Reich, dessen Oberhaupt ein Kalif ist",Der territoriale Zuständigkeitsbereich eines Kalifen.
Kalifat,noun,exact,Amt oder Amtszeit eines Kalifen,Das Amt eines Kalifen.
Kammerjäger,noun,narrower,"Humorvolle Bezeichnung für den Schädlingsbekämpfer oder Desinfektor, der Ungeziefer in Häusern vernichtet und beseitigt.","Person oder Betrieb, der auf die Bekämpfung von Schädlingen, Insekten etc. spezialisiert ist."
Kampagne,noun,related,"Aktion für oder gegen etwas oder jemanden, meist kurzzeitig",Eine Reihe von Arbeitsgängen durchführen um ein gesetztes Ziel zu erreichen.
Kampagne,noun,related,"Phase, in der eine bestimmte Aktivität intensiv betrieben wird",Das Einsetzen für eine moralische oder soziale Sache.
Kapazität,noun,exact,Fähigkeit Ladungen aufzunehmen,Maß für die elektrische Ladung die ein Objekt bei gegebenem elektrischen Potential speichern kann
Kapitalist,noun,exact,"Person, die über Kapital (nennenswerte finanzielle und/oder Produktionsmittel) verfügt",Besitzer einer beträchtlichen Menge an Kapital.
Kapitalist,noun,exact,Anhänger des Kapitalismus,Anhänger des Kapitalismus.
Kaufkraft,noun,exact,"Zahlungsfähigkeit der Bevölkerung/eines Wirtschaftsteilnehmers, beschrieben durch das zum Zwecke des Konsums verfügbare Einkommen",Das für Konsumzwecke verfügbare Einkommen der Privathaushalte.
Kaufkraft,noun,exact,"der Wert einer Währung, ausgedrückt als Gütermenge, die einem bestimmten Betrag entspricht","Der Wert einer Währung gemessen an der Menge von Gütern, die damit gekauft werden können."
Kegel,noun,exact,"Körper mit Kreisscheibe als Basis, in einer Spitze auslaufend","Dreidimensionale Figur mit kreisförmiger Grundfläche, deren Mantelfläche auf einen Punkt zuläuft"
Kegel,noun,related,"beim Kegelspiel benutzter, flaschenähnlich geformter Gegenstand","Ein Gegenstand, der am Ende einer Bowlingbahn aufgestellt wird, um dann möglichst mit der Bowlingkugel getroffen und umgeworfen zu werden."
Kiefer,noun,exact,"Nadelbaum der Gattung , Kiefer oder Föhre)",Immergrüner Nadelbaum der Gattung Pinus
Kiefer,noun,exact,Holz aus 1,Das Holz der Kiefer.
Kirschblüte,noun,exact,eine einzelne Blüte eines Kirsche|Kirschbaumes,Die Blüte des Kirschbaums.
Kirschblüte,noun,exact,"die Zeit, in der die Kirschbäume blühen","Die Zeit, in der die Kirschbäume blühen."
Kirsche,noun,exact,Steinfrucht; Frucht des Kirschbaums,"Kleine Frucht, von gewöhnlich roter, schwarzer oder gelber Farbe mit glatten, harten Samen und einem kurzen festen Stiel."
Kirsche,noun,exact,Holz von 2,Das Holz des Kirschbaums.
Klage,noun,narrower,"sprachlich gefasste Äußerung unlustvoller Gefühle von Schmerz, Leid oder Trauer, etwa über den Tod eines Menschen","Ein Ausdruck des Kummers, des Ärgers oder des Missvergnügens."
Klage,noun,narrower,"sprachlich gefasste Äußerung unlustvoller Gefühle von Enttäuschung, Unzufriedenheit, Ärger oder Ressentiment, mit Implikationen von Kritik oder Schelte","Ein Ausdruck des Kummers, des Ärgers oder des Missvergnügens."
Klage,noun,exact,"ein Antrag an ein Gericht, über einen Rechtsstreit zu entscheiden","Vorgehen, welches dazu führen soll, dass ein Richter eine Entscheidung fällt."
Knochen,noun,narrower,Teil des Skeletts der Wirbeltiere,"Ein Material, das zum größten Teil aus Kalziumphosphat und Kollagen besteht und aus dem das Skelett der meisten Wirbeltiere besteht."
Knochen,noun,exact,"das Material, aus dem 1 ist",Teil eines aus Knochengewebe bestehenden Endoskeletts.
Knopf,noun,broader,"Bedienelement von Geräten, das durch Druck oder durch Drehen ein Ereignis auslösen|auslöst",Ein mechanisches Gerät das mit den Fingern betätigt wird um entweder einen elektrischen Schaltkreis zu öffnen oder zu schließen oder um einen mechanischen Mechanismus zu aktivieren.
Knopf,noun,exact,Bedienelement einer grafischen Benutzeroberfläche,Ein Bedienelement einer grafischen Benutzeroberfläche einer Software.
Knoten,noun,exact,Geschwindigkeitsangabe bei Luftfahrzeug|Luft- und Wasserfahrzeugen,"Geschwindigkeitseinheit, gleich einer Seemeile pro Stunde"
Knoten,noun,exact,"Ansatzstelle der Blatt|Blätter an der Sprossachse, meist verdickt","Die kleine Verdickung, die der Teile eines Pflanzenstiels ist, von dem ein oder mehrere Blätter ausgehen."
Knoten,noun,related,die Schnittpunkte der Bahnen von Himmelskörpern mit einer Bezugsebene,"Der Punkt, an dem eine Umlaufbahn eine Ebene kreuzt."
Knoten,noun,related,"Objekt der Graphentheorie, an dem eine oder mehrere Kanten ansetzen","Der Punkt, an dem eine Umlaufbahn eine Ebene kreuzt."
Kochkunst,noun,related,"die Kunst, das Handwerk der Speisenzubereitung","Ein Zusammenstellung von Kochtraditionen und -techniken, oft im Zusammenhang mit einer bestimmten Kultur."
Kochkunst,noun,exact,"die Fähigkeit einer Person, schmackhafte und optisch ansprechende Speisen zuzubereiten","Die Kunst, wohlschmeckendes Essen zuzubereiten, das auch das Auge erfreut."
Kohl,noun,exact,zu den Kreuzblütengewächsen (),"Ein Kohlgewächs, lat. Brassica oleracea convar. capitata var. sabauda L."
Konjunktion,noun,exact,"::a  alle nicht flektierbaren, nicht satzgliedfähigen Wörter, die der Verbindung zwischen Wörtern oder Wortgruppen dienen <<subdef marker for testing>>","Wort, das zwei gleichwertige Sätze oder Satzteile miteinander verbindet."
Konjunktion,noun,exact,"::b  Wörter, die syntaktisch gleichrangige Wörter oder Wortgruppen verbinden (= beiordnende, nebenordnende, koordinierende Konjunktion) <<subdef marker for testing>>","Wort, das zwei gleichwertige Sätze oder Satzteile miteinander verbindet."
Konjunktion,noun,exact,Stellung zweier Gestirne über demselben Längengrad der Erde,"Die Stellung zweier Himmelskörper, wenn sie die gleiche geografische Länge haben"
Konkubine,noun,related,"eine Frau, die im Konkubinat lebt",Bei polygamen Völkern eine Ehefrau von niedrigerem Rang als die Hauptfrau.
Konsonant,noun,exact,"Laut der Sprache, der stärker moduliert ist als ein Vokal (mehr Geräusch als Ton); Laut, bei dessen Produktion die Artikulationsorgane einen Verschluss oder eine Verengung bilden","Laut der Stimme, der von den verschiedenen Teilen des Mundes erzeugt wird und durch eine Obstruktion des Atemluftstroms gekennzeichnet ist."
Konsonant,noun,exact,"Buchstabe, der für einen Konsonantlaut steht","Buchstabe des Alphabets, der kein Vokal ist."
Kontrahent,noun,exact,"jemand, der gegen jemanden antritt; ein Gegner in einer Wettkampfsituation|Wettkampf- oder Konfliktsituation","Jemand, der mit einer oder mehreren anderen Personen konkurriert."
Kontrahentin,noun,exact,"eine Frau, die gegen jemanden antritt; eine Gegnerin in einer Wettkampfsituation|Wettkampf- oder Konfliktsituation","Eine Frau, die mit einer oder mehreren anderen Personen konkurriert."
Kontraktion,noun,exact,lautliche Zusammenziehung von zwei Wörtern zu einem ohne Veränderung der Bedeutung,"Eine Verkürzung von Wörtern, Silben oder Wortgruppen durch Auslassung von internen Buchstaben."
Kopfhaar,noun,exact,Behaarung auf dem Kopf einer Person,Die Gesamtheit der Haare auf dem Kopf einer Person.
Kopula,noun,narrower," die Verben ""sein"", ""bleiben"" und ""werden"", deren Funktion darin gesehen wird, eine Verbindung zwischen Subjekt und Prädikatsnomen zu bewirken","Wort (oft aber nicht immer ein Verb), das das Subjekt eines Satzes mit dem Prädikat verbindet."
Korb,noun,narrower,"oben offener, geflochtener Behälter","Ein leichter Behälter, der in der Regel rund ist, an der Oberseite offen und nach unten hin schmaler wird."
Korb,noun,exact,Bienenkorb,"Ein aus Stroh geflochtener, kopfstehender runder Korb, in dem Bienen gehalten werden."
Koriander,noun,broader,"die Pflanzenart Echter Koriander, Angehöriger einer Gattung der Doldengewächse Coriandrum sativum","Einjähriges Kraut aus der Familie der Doldenblütler, dessen Samen und Blätter in der Küche Verwendung finden."
Koriander,noun,exact,"die Pflanzenart Echter Koriander, Angehöriger einer Gattung der Doldengewächse Coriandrum sativum:Gewürz aus Früchten und Blättern des Echten Korianders <<subdef marker for testing>>","Der getrocknete Samen des Korianders (Coriandrum sativum), der ganz oder gemahlen als Gewürz verwendet wird."
Koriander,noun,exact,Koriander (Coriandrum),"Der getrocknete Samen des Korianders (Coriandrum sativum), der ganz oder gemahlen als Gewürz verwendet wird."
Koriander,noun,narrower,die Pflanzenart Langer Koriander (Eryngium foetidum),"Einjähriges Kraut aus der Familie der Doldenblütler, dessen Samen und Blätter in der Küche Verwendung finden."
Koriander,noun,narrower,die Pflanzenart Vietnamesischer Koriander (Persicaria odorata),"Einjähriges Kraut aus der Familie der Doldenblütler, dessen Samen und Blätter in der Küche Verwendung finden."
Krach,noun,exact," sehr lautes, unangenehmes Geräusch; plötzliches, hartes, sehr lautes Geräusch","Unerwünschte Geräusche, entweder wegen ihres Effekts auf den Menschen oder weil sie Materialermüdung und Fehlfunktionen verursachen oder die Wahrnehmung und Erkennung anderer Geräusche stören."
Krebs,noun,exact,ein Sternbild am nördlichen Sternenhimmel,Eines der zwölf Sternbilder des Zodiak.
Krebs,noun,exact,"eines der zwölf Tierkreiszeichen (der umgangssprachlich so genannten Sternzeichen),",Das vierte Sternzeichen des Tierkreises die Sonne befindet sich in diesem Zeichen von ungefähr dem 21. Juni bis zum 22. Juli.
Kredo,noun,exact,apostolisches Glaubensbekenntnis,"Das Kredo, wie es in der Römisch-Katholischen Kirche gesungen oder gelesen wird."
Kredo,noun,exact,"Überzeugung, die jemand vertritt",Ein System von Prinzipien oder Glaubenssätzen.
Kreis,noun,exact,"::a geometrischer Ort aller Punkte, die von einem gegebenen Punkt, dem (Kreis-)Mittelpunkt, den gleichen Abstand haben, genannt (Kreis-)Radius <<subdef marker for testing>>","Zweidimensionale geometrische Figur, die aus allen Punkten gleichen Abstands vom Mittelpunkt, besteht"
Kreis,noun,exact,"::b geometrischer Ort aller Punkte, deren Abstand von einem gegebenen Punkt, dem (Kreis-)Mittelpunkt, höchstens den (Kreis-)Radius beträgt <<subdef marker for testing>>","Zweidimensionale geometrische Figur, die aus allen Punkten gleichen Abstands vom Mittelpunkt, besteht"
Kreis,noun,exact,"abgegrenzte oder näher bestimmte Gruppe von Dingen, Personen, Sachverhalten","Gruppe von Menschen, die gemeinsame Ideen, Interessen oder Beschäftigungen haben"
Kreuzzug,noun,exact,"religiös motivierte Feldzüge der christlichen Völker des Abendlands, deren Ziel es war das Heilige Land aus der Hand der Muslime zu befreien","Militärischer Feldzug der europäischen Christen im Mittelalter, mit dem Ziel die Grabeskirche in Jerusalem zurückzuerobern."
Krippe,noun,exact,"Weihnachtskrippe, die Darstellung der Geburt Christi aus der Weihnachtsgeschichte der Bibel",Darstellung der Geburt oder der Geburtsstätte Jesus.
Krippe,noun,exact,"Kinderkrippe, eine Einrichtung zur Unterbringung für Kleinkinder","Sammelbegriff für Einrichtungen der Betreuung von Kindern außerhalb der Familien, meist mit Ausnahme der Schule, des Internats und des Kinderheims."
Kristallglas,noun,exact,"ein farbloses Wirtschaftsglas für hochwertige, oft geschliffene Gebrauchs- und Luxuswaren wie beispielweise Trinkgläser","Hochwertiges, geschliffenes Glas, das stark glänzt."
Kristallglas,noun,exact,ein Trinkgefäß aus Kristallglas,Trinkgefäß aus Kristall.
Kritiker,noun,broader,"jemand, der kritisiert; jemand, der etwas tadelt oder bemängelt","Eine Person, die die Arbeit Anderer bewertet."
Kritikerin,noun,broader,"weibliche Person, die kritisiert, etwas tadelt oder bemängelt","Eine weibliche Person, die die Arbeit Anderer bewertet."
Kugel,noun,related,"Volumen, das von einem Rand umgeben wird, dessen Punkte alle den gleichen Abstand von einem Punkt (Mittelpunkt) besitzen","Runder dreidimensionaler Körper, dessen Oberfläche an jeder Stelle den gleichen Abstand vom Mittelpunkt hat"
Kugel,noun,broader,"dreidimensionales rundes Objekt, im Gegensatz zum Ball meist hart","Runder dreidimensionaler Körper, dessen Oberfläche an jeder Stelle den gleichen Abstand vom Mittelpunkt hat"
Kugel,noun,exact,"Objekt, das von Schusswaffen abgefeuert wird","Geschoss, normalerweise aus Metall, das von einer Schusswaffe mit hoher Geschwindigkeit abgeschossen wird"
Läufer,noun,exact,"Schachfigur, die man nur diagonal bewegen darf","Schachfigur, die nur diagonal bewegt werden darf."
Läufer,noun,exact,langer und schmaler Teppich,"Ein oft langer, eher schmaler Teppich."
Löwe,noun,exact,"(in Afrika sowie im westlichen Indien beheimatetes, zu den Großkatzen zählendes) Raubtier  mit langem Schwanz, dessen kurzes Fell graugelb bis ockerfarben gefärbt ist und deren Männchen eine lange Mähne um Nacken und Schultern besitzen","Großkatze (Panthera leo) die in Afrika, Asien und vormals in einem großen Teil Europas heimisch ist bzw. war."
Löwe,noun,exact,ein Sternbild am nördlichen sowie südlichen Sternenhimmel,Eines der zwölf Sternbilder des Zodiak.
Laie,noun,exact,"jemand, der auf einem bestimmten Gebiet keine Fachkenntnisse oder keine abgeschlossene Fachausbildung hat","Jemand, der kein experte ist."
Laie,noun,exact,"jemand, der nicht Geistlicher ist","Jemand, der kein experte ist."
Lamm,noun,exact,das junge Schaf,Junges Schaf.
Lamm,noun,exact,Fleisch vom,Das Fleisch eines Lamms als Lebensmittel.
Leben,noun,exact,"der Inbegriff alles Organischen, basierend auf Stoffwechsel, Vermehrung und Wachstum","Ein durch Fähigkeit zu Stoffwechsel, Wachstum, Reizreaktion und Fortpflanzung gekennzeichneter Zustand."
Leben,noun,broader,"persönliche Laufbahn, beginnend mit der Geburt und endend mit dem Tod,  Lebensweg","Die Abfolge von physischen und geistigen Erfahrungen, die die Existenz eines Individuums ausmachen."
Legion,noun,narrower,eine Heereseinheit des Römischen Reiches,Eine große militärische Einheit.
Legion,noun,exact,große Menge,Eine gewaltige Vielzahl.
Leiche,noun,exact,"der tote Körper eines Menschen,  eines Tieres, dabei vor allem eines Wirbeltieres",Toter Körper.
Leistung,noun,broader,verrichtete Arbeit pro Zeit,Physik: Verhältnis von verrichteter Arbeit zu der dafür benötigten Zeit
Leistung,noun,exact,"Zahlung, zum Beispiel eine Versicherungsleistung","Eine Zahlung, die aufgrund einer Versicherung oder einer öffentlichen Dienstleistung gemacht wird."
Leitung,noun,broader,"Beaufsichtigung, Betreuung, Führung, Verwaltung",Freundliche Unterstützung und Führung.
Leitung,noun,exact,längliche Röhre zum hindurch leiten von Flüssigkeiten oder Gasen,"Ein Röhrensystem, insbesondere eines mit einem großen Durchmesser, zur Durchleitung oder Verteilung von Flüssigkeiten oder Gasen."
Lesezeichen,noun,broader,"ein flaches Objekt, das in ein Buch gelegt wird, um eine bestimmte Seite schnell zu finden","Ein dünnes Band, mit dem man in einem Buch markiert an welcher Stelle man stehengeblieben ist, um später leicht dahin zurückkehren zu können."
Lesezeichen,noun,exact,"ein zugänglich platzierter Hyperlink innerhalb eines Programms, insbesondere eines Internetbrowsers, der meist vom Anwender erstellt werden kann und zum schnellen Auffinden bestimmter Inhalte (zum Beispiel von Internetseiten) dient","Ein Verweis eines Benutzers auf ein Dokument im weltweiten Netz (WWW) oder einem anderen Hypermedia System, gewöhnlich in der Form einer URL und eines Titels oder Kommentars."
Liebhaber,noun,narrower,"Mann, mit dem jemand eine (außereheliche) sexuelle Beziehung führt",Partner für sexuelle Aktivitäten.
Liebhaber,noun,related,"Mann, der um die Gunst einer Frau buhlt, um sie wirbt",Partner für sexuelle Aktivitäten.
