lemma,pos,sense_source,sense_target,semantic_relationship
meester,noun,"-/|\Ook van de eigenaars van huisdieren, die den mensch dienen, als paarden, honden enz",eigenaar van een huisdier,exact
diner,noun,"—/|\Middagmaal, hoofdmaaltijd, inzonderheid: fijn of feestelijk middagmaal, feestmaal.","uitgebreide avondmaaltijd die verdeeld is in gangen en genuttigd wordt met meerdere mensen aan een of meer gedekte tafels, vaak met een feestelijk of officieel karakter",exact
diner,noun,"—/|\Middagmaal, hoofdmaaltijd, inzonderheid: fijn of feestelijk middagmaal, feestmaal.","het eten dat, de gerechten die men tijdens een diner eet; het voedsel bij een diner",broader
avondeten,noun,1/|\Datgene wat men 's avonds eet.,voedsel of gerecht dat men als avondmaaltijd eet,exact
avondeten,noun,2/|\De handeling van voor het naar bed gaan iets te eten.,"handeling van het eten 's avonds, meestal op of omstreeks een geregeld tijdstip; avondmaaltijd",exact
opdrijven,verb,A.I.1/|\In 't algemeen. Door aanwending van kracht doen omhooggaan. Ook figuurlijk.,groter doen worden; doen vermeerderen; doen toenemen; vergroten,broader
opdrijven,verb,A.I.1/|\In 't algemeen. Door aanwending van kracht doen omhooggaan. Ook figuurlijk.,"het vermogen of de snelheid van een motor of een motorvoertuig vergroten, meestal door cilinders met grotere inhoud te plaatsen; opvoeren",broader
opdrijven,verb,"A.III/|\Op in de bet. II, D, 2, b). In eene bepaalde richting drijven.","tamme dieren, zoals vee en paarden, onder dwang begeleiden naar een stal, naar een weiland e.d.",broader
opdrijven,verb,"B.I/|\Op in de bet. II, D, 1, a). Drijvende naar boven gaan, opstijgen.",naar boven stuwen; opstuwen,exact
opdrijven,verb,B.I.1.a/|\Van in eene vloeistof ondergedompelde zaken die lichter zijn dan deze. Naar de oppervlakte komen. Verg. BOVENDRIJVEN.,naar boven stuwen; opstuwen,related
opdrijven,verb,"B.II.2/|\Door den stroom, den wind enz. in eene bepaalde richting gedreven worden.",naar boven stuwen; opstuwen,related
musicus,noun,"1)/|\Het Latijnsche woord musicus, in de 17de E. nog alleen voorkomende bij geleerden, en vooral in toepassing op kunstenaars in de oudheid; tegen het einde der 18de E. gaandeweg in de gewone taal ingevoerd als een edeler woord dan muzikant, dat minder aanzienlijk werd. Beoefenaar van de muziek, toonkunstenaar; thans ook wel gebruikt om het woord muziekmeester te vermijden.",iemand die musiceert voor zijn beroep of uit liefhebberij,exact
kwaad,adjective,"A.1/|\Van slechte hoedanigheid, samenstelling, makelij enz.; in slechten staat; niet zoodanig als 't behoort. In vrij gebruik weinig meer gebezigd.","slecht in een of ander opzicht, hetzij ongunstig, hetzij negatief of onaangenaam voor de persoon die het overkomt",exact
kwaad,adjective,"A.5/|\Slecht ten opzichte van —, strijdende tegen de zedeleer of eenige andere leer of wet.",slecht in moreel opzicht; ook: met slechte bedoelingen,exact
kwaad,adjective,"A.8/|\Kwaadaardig, boosaardig, lastig of gevaarlijk om mee om te gaan.",boosaardig en gevaarlijk,exact
kwaad,adjective,"A.9/|\Boos, vertoornd, verstoord, ontstemd.","in een slechte stemming verkerend, waarin men anderen verwijten maakt; boos",exact
kwaad,adjective,"A.15/|\Moeilijk, lastig, bezwaarlijk; ook: gevaarlijk.",moeite kostend; moeilijk; lastig,exact
kwaad,adjective,"A.15/|\Moeilijk, lastig, bezwaarlijk; ook: gevaarlijk.",blijk gevend van boosheid,exact
kwaad,adjective,"B.1/|\Anders dan 't behoort, op een verkeerde, slechte manier; ook: zeer gebrekkig, zeer onvolkomen, enz.","slecht in een of ander opzicht, hetzij ongunstig, hetzij negatief of onaangenaam voor de persoon die het overkomt",exact
kwaad,adjective,"B.2/|\Slecht ten opzichte van de zedeleer of een andere wet, zedeloos, onzedelijk, op ongeoorloofde, afkeurenswaardige wijze, enz.",slecht in moreel opzicht; ook: met slechte bedoelingen,exact
kwaad,adjective,"B.4/|\Hinderlijk, gevaarlijk enz. Zie b.v. kwaadzot bij de Samenst.",boosaardig en gevaarlijk,exact
kwaad,adjective,B.5/|\Moeilijk.,moeite kostend; moeilijk; lastig,exact
kwaad,noun,"I/|\In toepassing op iets dat verkeerd is, niet deugt, afkeuring verdient enz.","iets of alles wat in strijd is met de moraal of een andere leer of wet; iets of alles wat zondig, afkeurenswaardig, ongeoorloofd of verkeerd is",exact
kwaad,noun,"II/|\In toepassing op iets dat in 't algemeen nadeelig is, of ten nadeele strekt van een bepaalde persoon of zaak; soms met bijgedachte aan de onder I) genoemde beteekenis.","iets wat slecht, nadelig of schadelijk is, zonder dat men daarbij denkt aan het morele; iets slechts; schade of nadeel; soms ook: onheil; ongeluk",exact
os,noun,"1/|\Mannelijk rund dat gesneden is. Eertijds ook: rund in 't algemeen (verg. KIL.: ”os, bos, proprie bos castratus”, en de samenst. ossenmarkt, ossenvleesch), soms ook: stier (verg. Teuthon.: ”eyn oss, trio; oss dye gelubt is, semibos”).",gecastreerde stier,exact
informatie,noun,"B/|\Inlichting, naricht. Abstract en concreet (met mv.).","alles wat aan inlichtingen, berichten, mededelingen of kennisoverdracht verstrekt of ingewonnen wordt om iemands kennis over iets of iemand te vermeerderen; geheel van inlichtingen en berichten over een bepaald onderwerp",exact
kamer,noun,"I/|\Een der afzonderlijke afgesloten ruimten of besloten afdeelingen (vertrekken) in of van een huis, een gebouw.","vertrek in een huis of ander gebouw, dat voor wonen, slapen, werken of een ander doel is ingericht en in de regel kleiner is dan een zaal",exact
kamer,noun,I.2/|\Een der vertrekken in of van een woonhuis.,vertrek in een woning waarin men overdag en 's avonds leeft; woonkamer; leefkamer,broader
kamer,noun,I.2/|\Een der vertrekken in of van een woonhuis.,"vertrek dat iemand huurt of verhuurt om in te wonen of te slapen, bijvoorbeeld een studentenkamer of hotelkamer; huurkamer",broader
kamer,noun,"I.3/|\Een huurkamer; mv. kamers, een stel huurkamers; voor een student, een vrijgezel, een alleenstaande vrouw enz.; in huis bij neringdoenden, in een pension, of elders.","vertrek dat iemand huurt of verhuurt om in te wonen of te slapen, bijvoorbeeld een studentenkamer of hotelkamer; huurkamer",exact
kamer,noun,"II.2/|\De vergaderkamer, de zittingzaal van het een of ander college.",kamer van een parlement; parlementaire kamer,exact
kamer,noun,"II.2.b/|\Bij overdracht. De personen die in de genoemde, of aangeduide, of uit het verband blijkende kamer vergaderen, zitting houden, hun bureau of hun kantoor hebben enz.; besturend of regeerend; rechtsprekend; administratief enz. college.","instantie die in een vergaderkamer of zittingzaal bijeenkomt, bijvoorbeeld een gerechtsorgaan of een bestuursorgaan",exact
kamer,noun,"III.1.d/|\Als benaming voor besloten ruimten, natuurlijke holten in het dierlijk lichaam, in plantendeelen enz.","holte in een lichaamsdeel, bijvoorbeeld een hartkamer, oogkamer of hersenholte",exact
pels,noun,"1/|\De dichtbehaarde huid van verschillende dieren, inzonderheid van roof- en knaagdieren, en van schapen; de harige vacht dezer dieren. Deze bet. is waarschijnlijk niet de oudste, maar in lateren tijd afgeleid uit de bet. 2 of 3).","dichtbehaarde huid van dieren, vooral van roofdieren en knaagdieren, die het dier beschermt tegen kou en soms ook tegen warmte; harige vacht van dieren; dichtbehaarde dierenhuid",exact
pels,noun,"2/|\Het met behoud van de haren toebereide vel van zulke dieren, dat gebezigd wordt tot voering of versiering van kleedingstukken, tot dek- of voetenkleeden, enz. Zie de samenst. en verg. Bont (Dl. III, kol. 373).","bewerkte dichtbehaarde dierenhuid, gebruikt in bijvoorbeeld kledingstukken",exact
pels,noun,3/|\Een van dierenhuiden gemaakt of met pelswerk gevoerd of bedekt kleedingstuk. In verschillende tijden in verschillende toepassingen.,"kledingstuk, meestal een jas of een sjaal die met bont van een pels gevoerd of omzoomd is of die van een pels gemaakt is; kledingstuk met pels gevoerd",exact
kas,noun,"V/|\Benaming voor een met glas gedekt gebouwtje of gebouw, thans dikwijls een zeer groot gebouw, voor het bewaren of onderhouden van planten uit een warmer klimaat; voor het broeien of trekken en kweeken van planten, bloemen en vruchten. Men onderscheidt koude, gematigde (of getemperde) en warme kassen; verg. voorts de samenst. broei-, kweek-, run-, stook-, trek-, vuur-, zonnekas enz., en zie voor enkele bijzonderheden ook bij de aanhalingen hieronder.","gebouw voor bloemen of planten dat vaak van glas gemaakt is, zodat de ruimte warm blijft; beschermende ruimte voor gewas",exact
kas,noun,I/|\Beschuttend omhulsel.,"beschermende ombouw, bijvoorbeeld bij een horloge, orgel of wiel; omhullende buitenkant",exact
kas,noun,VI.D.2.b/|\De holte waarin de oogbol zich beweegt; oogkas; oogholte.,holte waar zich het oog in bevindt; oogkas,exact
kas,noun,"3/|\Hetgeen er in de geldkas is, het geld dat (er in) voorhanden is; de geldvoorraad; de voorhanden of beschikbare geldmiddelen (van een persoon, een kantoor, eene vereeniging, eene onderneming enz.).",geld dat een organisatie ter beschikking heeft; geldkas; geldvoorraad; soms ook: geldvoorraad met een specifiek oormerk; fonds,exact
vlekken,verb,I/|\Als bedr. ww.,vlekken maken,exact
vlekken,verb,II/|\Als onz. ww.,vlekken krijgen,exact
vlekken,verb,"II.6/|\In litterair, impressionistisch taalgebruik: zich als een vlek, als of met vlekken (ook licht- of kleurplekken) afteekenen of vertoonen.",door een groot kleurcontrast afsteken tegenover zijn omgeving,related
zege,noun,")/|\Overwinning, victorie, triomf.","het in zijn voordeel beslissen van een strijd, oorspronkelijk een gewapende strijd, in de oorlog, maar vervolgens ook in allerlei andere toepassingen waarbij van strijd, wedijver of competitie sprake is, zoals in de sport, de politiek, het recht of in moreel en geestelijk opzicht; gunstige uitslag, goed resultaat in een strijd, competitie e.d.; het zegevieren, het overwinnen; overwinning; triomf; victorie",exact
zege,noun,").a/|\(Eig.) Overwinning op den vijand, behaald in een strijd, een slag, een gevecht, een oorlog.","overwinning in de gewapende strijd, in de oorlog, in een gewapend conflict",exact
zege,noun,").b.α/|\In het alg. in diverse contexten, b.v. in politieken strijd, machtsstrijd, wedstrijd, liefdesstrijd, twist wegens verschil in opvattingen enz.","overwinning in de sport, hetzij in een afzonderlijke wedstrijd, hetzij in een reeks van wedstrijden, een competie of een toernooi; ook wel: overwinning in een spel, zoals bij poker of klaverjassen",broader
zege,noun,").b.α/|\In het alg. in diverse contexten, b.v. in politieken strijd, machtsstrijd, wedstrijd, liefdesstrijd, twist wegens verschil in opvattingen enz.","overwinning in de politiek, meestal bij een verkiezing, soms ook bij een stemming in het parlement; ook: overwinning van personen, instellingen of een stroming in de politiek door het aanwenden van politieke invloed",broader
zege,noun,").b.α/|\In het alg. in diverse contexten, b.v. in politieken strijd, machtsstrijd, wedstrijd, liefdesstrijd, twist wegens verschil in opvattingen enz.","overwinning in het recht; overwinning die in de rechtzaal behaald wordt, doordat de rechter iemand of een organisatie in het gelijk stelt bij een juridisch geschil",broader
zege,noun,").b.α/|\In het alg. in diverse contexten, b.v. in politieken strijd, machtsstrijd, wedstrijd, liefdesstrijd, twist wegens verschil in opvattingen enz.","overwinning in een zangwedstrijd, bij het songfestval",broader
zege,noun,").b.β/|\In geestelijken, moreelen of religieuzen context: overwinning behaald op het zondige, de ondeugd, de bekoringen e.d.",overwinning in moreel of geestelijk opzicht,exact
lijst,noun,"1/|\Een, meestal vooruitspringende, rand, aangebracht aan een onderdeel van een gebouw, aan een meubel of aan een ander voorwerp.","meestal vooruitspringende rand aan een gebouw, meubel of een ander voorwerp",exact
lijst,noun,"2/|\Een rand van hout of een andere stof rondom en ter afsluiting van een schilderij, een plaat, een spiegel enz. Ook in fig. verband (zie voor 't fig. gebruik beneden onder 10))).","kader van hout of een andere stof om een schilderij, spiegel, foto, kaart, e.d. in te vatten; omlijsting",exact
lijst,noun,"11/|\Een geschreven of gedrukte opsomming van personen of zaken, in den regel onder elkaar geplaatst. De vorm liste in oude zuidnederl. geschriften is wellicht aan fr. invloed toe te schrijven.","opsomming van onder elkaar geplaatste items, zoals persoonsnamen, zaaknamen, cijfers, woorden of andere gegevens; ook: een dergelijke opsomming die iemand in gedachten heeft, zonder dat die opgeschreven of gedrukt is",exact
lijst,noun,"11/|\Een geschreven of gedrukte opsomming van personen of zaken, in den regel onder elkaar geplaatst. De vorm liste in oude zuidnederl. geschriften is wellicht aan fr. invloed toe te schrijven.",lijst van kandidaten bij een verkiezing en met name bij een politieke verkiezing; verkiezingslijst,broader
roos,noun,"1/|\De bekende schoone bloem van het plantengeslacht Rosa, behoorende tot de familie der Rosaceae.",bloem van een roos uit het geslacht Rosa; bloem van een roos,exact
roos,noun,"2/|\Als naam voor het gewas, de plant, waar de onder 1) genoemde bloem aan groeit.","bloeiende plant uit het geslacht Rosa, met een bloem die al sinds mensenheugenis geliefd is om haar schoonheid en een stengel met doornen",exact
roos,noun,"4/|\Als naam voor andere planten. — B. v. als volksnaam (in Zeeland: Tholen, Land van Hulst) voor de Klaproos, Papaver rhoeas L. (HEUKELS 174 [1907]).",min of meer op een roos lijkende plant of bloem,exact
roos,noun,10/|\Blos of roode kleur; inzonderheid in het mv. rozen.,"rode kleur, met name op de wangen; blos",exact
roos,noun,"12/|\Een voorwerp, of een figuur op een voorwerp, oppervlak enz., dat een roos voorstelt.",afbeelding van een roos,exact
roos,noun,12.a/|\Een nagemaakte roos van papier of een andere stof.,"nagemaakte roos, bijvoorbeeld van papier of plastic",exact
roos,noun,"14.a/|\Een plaatselijke ontsteking van de huid, waarbij deze een roode kleur aanneemt, dikwijls met koorts gepaard gaande; erysipelas.",rode huiduitslag,exact
roos,noun,"15/|\Zekere ziekte in het haar, waarbij de hoofdhuid witte schilfers loslaat.",vorm van eczeem op het hoofd waarbij de hoofdhuid witte schilfers loslaat; hoofdroos; pityriasis capitis,exact
roos,noun,"15/|\Zekere ziekte in het haar, waarbij de hoofdhuid witte schilfers loslaat.",hoeveelheid schilfers als gevolg van de aandoening [i]roos[/i].,exact
roos,noun,21/|\Ronde plek in het midden van een schietschijf (bij boogschutters).,"ronde plek in het midden van een schietschijf, bijvoorbeeld bij het boogschieten, het dartsspel of in een schietkraam, die het hoogste aantal punten oplevert als ze geraakt wordt",exact
roos,noun,21/|\Ronde plek in het midden van een schietschijf (bij boogschutters).,"voltreffer in een andere sport, bijvoorbeeld voetbal; doelpunt; goal",related
abstract,noun,"1)/|\Trekker aan een toets van een orgel, die een ventiel opent.",fijn houten latje aan een toets in een orgel dat de beweging overbrengt van de toets naar het ventiel in de windlade,exact
abstract,adjective,"A.2/|\Van begrippen. Door afleiding verkregen; losgemaakt van de bijzondere vormen of samenhangen waarin hetgeen het begrip uitdrukt in de werkelijkheid voorkomt; een voorstelling noemend, die op zichzelf niet van stoffelijken aard is; niet concreet; afgetrokken.","bestaande in de geest als een begrip, gedachte of idee, maar geen fysieke vorm of concreet bestaan hebbend; niet concreet; conceptueel",exact
abstract,adjective,"A.2/|\Van begrippen. Door afleiding verkregen; losgemaakt van de bijzondere vormen of samenhangen waarin hetgeen het begrip uitdrukt in de werkelijkheid voorkomt; een voorstelling noemend, die op zichzelf niet van stoffelijken aard is; niet concreet; afgetrokken.","iets noemend wat over het algemeen niet zintuiglijk waarneembaar is; een abstract begrip noemend, bijvoorbeeld een gebeurtenis, eigenschap of toestand",exact
abstract,adjective,"A.2/|\Van begrippen. Door afleiding verkregen; losgemaakt van de bijzondere vormen of samenhangen waarin hetgeen het begrip uitdrukt in de werkelijkheid voorkomt; een voorstelling noemend, die op zichzelf niet van stoffelijken aard is; niet concreet; afgetrokken.",gebruik makend van niet-concrete begrippen; niet door concrete voorbeelden verhelderd of niet in concrete situaties gerealiseerd; theoretisch; soms ook: moeilijk te begrijpen; vaag,exact
abstract,adjective,A.3/|\Van personen of kunsten. Zich bezighoudend met afgeleide begrippen of niet tot de zintuigelijke werkelijkheid behoorende voorstellingen.,"niet verwijzend naar iets buiten de kunst of het kunstwerk; waarbij men er niet naar streeft om de zichtbare realiteit weer te geven, maar waarbij vormen, lijnen en kleuren (en in de muziek ook ritmes e.d) voor zich spreken; non-figuratief",exact
abstract,adjective,A.3/|\Van personen of kunsten. Zich bezighoudend met afgeleide begrippen of niet tot de zintuigelijke werkelijkheid behoorende voorstellingen.,abstracte kunst makend,exact
recapituleren,verb,"1)/|\Kort en duidelijk samenvatten, samenvattend herhalen.",dat wat in het voorafgaande uiteengezet of gebeurd is kort en duidelijk samenvatten,exact
kramp,noun,"1)/|\Overeenkomstige of verwante vormen zijn o.a. os. krampo, mnd. nnd. krampe; ohd. krampfo, mhd. nhd. krampf; meng. crampe, neng. cramp. Het woord is o.a. verwant met Krimpen, het ohd. bnw. krampf ”gekromd”, en waarschijnlijk ook met Krom. Een ziekelijke, onwillekeurige samentrekking van een of meer spieren, die korter of langer tijd duren of zich snel herhalen kan, en soms met pijn gepaard gaat; Convulsio, Spasmus, Tetanus.","onwillekeurige, pijnlijke samentrekking van een of meer spieren; krampachtige spiersamentrekking",exact
kramp,noun,—/|\Fig.,emotie of reactie die plotseling en in alle hevigheid optreedt en iemand als het ware doet verkrampen; heftige gemoedsaandoening,exact
kramp,noun,"1)/|\Overeenkomstig of verwant zijn o.a. os. krampo, mnd. krampe; ohd. krampf, mhd. nhd. krampe; uit het Germ. is fr. crampon ontleend. Hetzelfde woord als Kramp (I) of althans ten nauwste er aan verwant, en hoogerop aan Kram. Haak. Thans nog in Z.-Nederl. bekend.",tandje van een ritssluiting,related
vork,noun,"I.1/|\In den landb.: als alg. ben. voor een werktuig met een langen steel en aan het ondereinde daarvan twee of drie, soms ook vier (inz. ijzeren) tanden, voor verscheidene doeleinden in gebruik zooals o.a. het keeren, spreiden, opsteken van hooi, het laden van hooi op schooven, het opsteken en verspreiden van mest, het uitsteken van gewassen enz.; soms ook specifieker voor één van derg. werktuigen en dan hetz. als: gaffel, hooivork (met twee, soms ook drie tanden) of greep, riek, mestvork (met drie tanden); in engeren zin soms ook wel uitsl. in toep. niet op het geheele werktuig, maar alleen op het onderste gedeelte met de tanden. Gewest. zeer verbreid, m.n. in het W. en N.-O. van het taalgebied.",landbouwwerktuig dat bestaat uit een lange houten steel met daarop een constructie met twee of drie ijzeren tanden dat vooral gebruikt wordt om hooi of mest mee op te prikken; hooivork; mestvork,exact
vork,noun,"I.4/|\Stuk keuken- of eetgerei bestaande uit een steel met aan het ondereinde daarvan twee, drie of vier tanden. Aan het zaakgebr. zijn verscheidene cultuurhist. facetten verbonden die hier bezwaarlijk alle uiteengezet kunnen worden; men zie daarvoor verder b.v. SCHOTEL, O.-Holl. Huisg. 311-357 [1868] en W.P. Kunst [1959].",voorwerp dat bestaat uit een steel met daaraan twee of meer tanden en dat vooral gebruikt wordt om er eten mee op te prikken en in de mond te stoppen; stuk eetgerei,exact
vork,noun,I.5/|\(Meton.) Elk der twee of drie puntige uitsteeksels (vermoedelijk van een werktuig als onder 1) vermeld); tand. Alleen in de aangehaalde oudere wdb.,elk der beide takken van een op een vork lijkende zaak; ook: ruimte tussen de tanden van een vork; ruimte tussen de beiden uiteinden van een op een vork lijkend voorwerp,exact
vork,noun,"II/|\Bij verg. en oneig. in toep. op voorwerpen, werktuigen of onderdeelen daarvan die door hun vorm (Y, V, U e.d.) aan een tweetandige vork als vermeld onder I) doen denken.","iets wat door zijn vorm aan een tweetandige vork doet denken, bv. een gevorkte tak, de gaffel van een zeilboot, een stemvork, een Y-splitsing of een grafiek met de vorm van een Y",exact
vork,noun,"II.10.e/|\In de alg. taal thans zeer gebruikelijk ter aanduiding van de fietsvork, het bekende onderdeel aan het fietsframe dat zich vanuit een kort (schuin-)verticaal stanggedeelte vertakt in twee lange (eenigszins gebogen) armen waartusschen het wiel is opgehangen.",deel van het frame van een fiets waarin het wiel wordt opgehangen,exact
zekeren,verb,"1/|\(Bedr.) Behoeden, beschermen tegen, vrijwaren voor wat schade of nadeel kan teweegbrengen. In de aanh. in religieus opzicht. Slechts eenmaal aangetroffen.","iets beveiligen, bijvoorbeeld tegen vernieling, fraude of waardeverlies",exact
breuk,noun,"A.1.a/|\Eig., abstr. Het breken van iets, hetzij de samenhang geheel of slechts gedeeltelijk verbroken wordt. Zeldzaam.","het breken van iets, waarbij de samenhang geheel of slechts gedeeltelijk verbroken wordt; het breken",exact
breuk,noun,"A.1.b/|\Bij overdr., concr. De zichtbare scheiding of opening in of op een gebroken voorwerp; reet, spleet, scheur.",zichtbare scheiding of opening in of op een gebroken voorwerp; barst; gat; spleet; scheur,exact
breuk,noun,"A.1.c/|\In de delfstofkunde en de metaalbewerking. Het oppervlak waarlangs eene delfstof, een stuk metaal in tweeën gescheiden is.",oppervlak waarlangs een mineraal of een stuk metaal gebroken is,exact
breuk,noun,"A.3/|\Met betrekking tot het dierlijk lichaam, t.w. het gebeente. Verbreking van den samenhang van een der beenderen, ten gevolge van een val, slag, stoot enz.; lat. fractura. Buiten de samenstelling beenbreuk niet zeer gebruikelijk.",verbreking van de samenhang van een bot; botbreuk,exact
breuk,noun,"A.4/|\Verplaatsing, uitzakking van een ingewand, meestal uit de buikholte, door eene natuurlijke of tegennatuurlijke opening (uitstulping) in den buikwand heen, tot onder de algemeene lichaamsbekleedselen (huid enz.) of in eene naburige holte; bij overdracht ook: het uitgezakte gedeelte van het ingewand; lat. hernia. Aldus genoemd, omdat men voorheen meende, dat de wand der holte, waarin het ingewand besloten lag, brak of scheurde; zie bij BREKEN, I, A, 1, a, β en b, β), en verg. de in ouderen tijd meest gebruikelijke benamingen scheursel of gescheurdheid. Hoewel dit later onjuist is gebleken, is toch breuk in de algemeene taal nog steeds de gewone benaming gebleven (verg. boven, 3).","uitstulping van een inwendig orgaan of van weefsel uit de lichaamsholte waarin het besloten lag, bijvoorbeeld een liesbreuk of navelbreuk; hernia",exact
breuk,noun,"B/|\Breken, I, B, 1, f). In de rekenkunde. Eig.: eene grootheid, bestaande uit één of meer evenmatige deelen waarin men zich voorstelt dat een of meer geheelen verdeeld zijn; gewoonlijk, bij overdracht: de uitdrukking of voorstelling van zulk eene grootheid door middel van ten minste twee getallen: den noemer, aanwijzende in hoeveel deelen het geheel verdeeld is, en den teller, aanwijzende hoeveel van die deelen genomen worden. In de stelkunde: eene onuitgevoerde deeling van twee algebraïsche getallen. Voorheen veelal gebroken genoemd (zie BREKEN, t. a. p.; STEVIN, Gedacht. 7¹, 9; COCK V. ENCH., Cyferk. 162 [1645]; KINCKHUYSEN, Algebra 17 e.v.); soms ook gebrook (COCK V. ENCH., Cyferk. 141 [1645], COCK V. ENCH., Cyferk. 144 [1645]). Vertaling van lat. fractio.",getal dat een gedeelte van een eenheid voorstelt en bestaat uit een teller en een noemer,exact
breuk,noun,"F/|\Breken, II, A, 9). Het afbreken der betrekkingen tusschen personen die door banden van liefde, vriendschap, eensgezindheid enz. vereenigd waren; verwijdering, scheiding, klove. Wellicht naar nhd. bruch. Bij uitbreiding ook met betrekking tot partijen, denkbeelden enz.","het verbreken van betrekkingen tussen personen die door banden van liefde, vriendschap, eensgezindheid enz. verenigd waren; scheiding of relatiebreuk",exact
dreggen,verb,B.1/|\Het anker laten slepen; doordreggen.,de bodem van een water met een dreg afzoeken naar drenkelingen of gezonken voorwerpen,related
dreggen,verb,B.2/|\Met eene dreg visschen.,iets door dreggen boven water halen,narrower
sluimer,noun,"1/|\Slaap, thans bepaaldelijk lichte of zachte slaap. In N.-Ndl. alleen in litteraire taal.",slaap; in het bijzonder: lichte of zachte slaap,exact
bot,noun,1/|\Eigenlijk.,"knop van boom, struik of bloem; plantenknop",exact
bot,noun,")/|\Zekere visch, behoorende tot de familie der platvisschen en tot het geslacht der schollen, van boven bruin met roestkleurige vlekken (Pleuronectes flesus); langs onze kust (in de zoogenaamde lekken), in de Zuiderzee en in de benedenrivieren met netten — aan het strand ook met een achter een wagen vastgemaakt sleepnet — gevangen, of met eene vork of prik gestoken (zie beneden, de Samenst.). In West-Vlaanderen onderscheidt men den but, fr. flet, picaud, lat. platessa flesus van de plaat of pladijs, fr. plie fransche, carrelet (DE BO [1873]).","platvis uit de familie van de schollen, die zijn kleur aan de bodem kan aanpassen en die in zout, brak en zoet water leeft, ook aan de kusten bij de Lage Landen",exact
bot,noun,1/|\Als voorwerpsnaam.,"platvis uit de familie van de schollen, die zijn kleur aan de bodem kan aanpassen en die in zout, brak en zoet water leeft, ook aan de kusten bij de Lage Landen",exact
bot,noun,2/|\Als stofnaam.,"platvis met een fijne structuur en een weinig uitgesproken smaak, die in zijn geheel of als filet bereid wordt; bot als consumptievis",exact
bot,noun,"1)/|\Een woord voor: Been, knook, schonk van dieren of menschen, dat eerst in het jongere Mnl. eene enkele maal voorkomt. Vergelijkt men de beteekenissen van Bonk (I) met Bonken en die van Stomp (znw. en bnw.) met Stompen, dan valt er nauwelijks te twijfelen of dit woord bot is eenerzijds verwant met het bnw. Bot (X), anderzijds met het ww. Botten (I); zie verder die woorden. De oorspronkelijke beteekenis kan dus niet veel anders zijn dan: stomp, afgeknot ding. Het woord is in verschillende gewesten bekend, maar schijnt toch vooral in de Noordelijke en Oostelijke gewesten thuis te hooren (zie HALBERTSMA 469, MOLEMA 37 b (op Bieterke), Arch. v. Ned. taalk. 1, 254; maar toch ook HOEUFFT, Bred. T.; SCHUERM.,Bijv. [1883]; RUTTEN [1890]; Loquela 5, 66 [1885] en Loquela 5, 81 [1885]); van de onderstaande aanhalingen zijn de oudste ook uit die streken afkomstig, en HALMA en MARIN noemen het eveneens Geldersch. Ook thans geldt het in de beschaafde Hollandsche spreektaal, inzonderheid in toepassing op menschen, nog als plat.","meestal inwendig, hard lichaamsdeel van mens of dier dat ervoor dient om het lichaam in vorm te houden en vitale delen te beschermen",exact
bot,adjective,"I.1/|\Eigenlijk. Van snijdende werktuigen. Stomp, sleeuw, niet scherp.",stomp; niet scherp,exact
bot,adjective,"I.2.a/|\Van personen. Dom, stomp, onbevattelijk; het tegenovergestelde van schrander, geestig, scherpzinnig, snedig, geslepen enz. Thans minder dan voorheen, alleen in zeer ongunstigen, minachtenden zin gebruikelijk.",op een lompe manier kortaf; onbeleefd,broader
bot,adjective,"-/|\Dikwijls ook met betrekking tot gedrag en uiterlijk: Plomp, onbehouwen, boersch, onbeleefd, onbeschoft. Thans in Vlaanderen nog zeer gewoon. ",op een lompe manier kortaf; onbeleefd,exact
bot,adjective,"I.2.b/|\Bij overdracht. Van uitingen, handelingen, meeningen, eigenschappen enz. Blijk gevende van onverstand, onwetendheid, plompheid.",ongenuanceerd; kort door de bocht; dom op een lompe manier,exact
bot,adjective,"II/|\Bijw. (van wijze). — A) Op eene wijze die blijk geeft van domheid, onverstand, onhandigheid, plompheid.",op een lompe manier kortaf; onbeleefd,related
eten,verb,"A.1/|\Als spijs tot zich nemen; tot zijn spijs hebben, zich voeden met.",iets als voedsel tot zich nemen; iets opeten; iets nuttigen,exact
eten,verb,"A.4/|\Door het gebruiken van spijs verkrijgen, zich door het gebruiken van spijs op den hals halen.",zich door te [i]eten[/i] op de hals halen; door te [i]eten[/i] krijgen; te veel eten,exact
eten,verb,B/|\Onz. — 1) Spijs tot zich nemen.,iets als voedsel tot zich nemen; iets opeten; iets nuttigen,exact
eten,verb,B.2/|\Een of den maaltijd gebruiken; inzonderheid en thans vrijwel uitsluitend: het middagmaal gebruiken.,een maaltijd gebruiken,exact
eten,noun,"1/|\Iets dat geschikt of bestemd is om gegeten te worden, spijs, voedsel. In de spreektaal het gewone woord.",dat wat iemand eet; voedsel; spijs; eetwaar,exact
eten,noun,"3/|\Middagmaal. Voornamelijk in verbindingen met voorzetsels, veelal in oude 3ten-naam valsvormen.",de handeling of activiteit van het eten zoals die dagelijks op geregelde tijden plaatsvindt; maaltijd,broader
bestek,noun,")/|\Lepel(s), mes(sen) en vork(en); couvert.",eetgerei,exact
bestek,noun,"2/|\Een bepaald punt, dat gesteld is b.v. als doel, als grenspunt enz. (verg. ook onder 4).",vooraf vastgestelde doelstelling; reikwijdte,exact
